rows,training_visits,accepted_training_visits,accepted_refit_rows,resets,seconds,pending_candidate,audit_rows_reserved,policy,guarded,host_n,host_accuracy,host_macro_f1,poison_rows,poison_rows_admitted,poison_admission_rate,clean_rows,clean_rows_withheld,clean_withhold_rate,condition,stream,mode,level,base_seed,arm,detector,feedback_fraction,delay_blocks,no_feedback_blocks,status,host_macro_f1_reference,host_accuracy_reference,poison_admission_rate_reference,clean_withhold_rate_reference,resets_reference,training_visits_reference,seconds_reference,host_macro_f1_difference,host_accuracy_difference,poison_admission_rate_difference,clean_withhold_rate_difference,resets_difference,training_visits_difference,seconds_difference
12000,11400,7600,0,0,0.14297820899810176,False,600,confirmed,True,10450,0.8836363636363637,0.8696778970751573,0,0,,10450,3800,0.36363636363636365,SEA_A__s9917__clean__none,SEA_A,clean,none,9917,confirmed,hddm_w,0.05,1,0,complete,0.8696778970751573,0.8836363636363637,,0.36363636363636365,0,11400,0.14297820899810176,0.0,0.0,,0.0,0,0,0.0
12000,11400,5700,950,1,0.13869200000772253,False,600,rl,True,10450,0.8916746411483254,0.8801696017385143,0,0,,10450,5700,0.5454545454545454,SEA_A__s9917__clean__none,SEA_A,clean,none,9917,error_rule,hddm_w,0.01,5,4,complete,0.8761651786108928,0.8869856459330143,,0.36363636363636365,0,11400,0.1419807909987867,0.004004423127621504,0.004688995215311076,,0.18181818181818177,1,0,-0.003288790991064161
12000,11400,7600,1900,2,0.14300875000481028,False,600,rl,True,10450,0.8864114832535885,0.8729015939580664,0,0,,10450,3800,0.36363636363636365,SEA_A__s9917__clean__none,SEA_A,clean,none,9917,error_rule,hddm_w,0.05,1,0,complete,0.8696778970751573,0.8836363636363637,,0.36363636363636365,0,11400,0.14297820899810176,0.003223696882909133,0.002775119617224875,,0.0,2,0,3.054100670851767e-05
12000,11400,7600,0,0,0.14205566700547934,False,600,rl,True,10450,0.8869856459330143,0.8761651786108928,0,0,,10450,3800,0.36363636363636365,SEA_A__s9917__clean__none,SEA_A,clean,none,9917,selected_map,hddm_w,0.01,5,4,complete,0.8761651786108928,0.8869856459330143,,0.36363636363636365,0,11400,0.1419807909987867,0.0,0.0,,0.0,0,0,7.487600669264793e-05
12000,11400,7600,0,0,0.1512367919931421,False,600,rl,True,10450,0.8836363636363637,0.8696778970751573,0,0,,10450,3800,0.36363636363636365,SEA_A__s9917__clean__none,SEA_A,clean,none,9917,selected_map,hddm_w,0.05,1,0,complete,0.8696778970751573,0.8836363636363637,,0.36363636363636365,0,11400,0.14297820899810176,0.0,0.0,,0.0,0,0,0.008258582995040342
12000,11400,7600,0,0,0.14374766699620523,False,600,rl,True,10450,0.8869856459330143,0.8761651786108928,0,0,,10450,3800,0.36363636363636365,SEA_A__s9917__clean__none,SEA_A,clean,none,9917,q_alarm_7,hddm_w,0.01,5,4,complete,0.8761651786108928,0.8869856459330143,,0.36363636363636365,0,11400,0.1419807909987867,0.0,0.0,,0.0,0,0,0.0017668759974185377
12000,11400,7600,0,0,0.14975795800273772,False,600,rl,True,10450,0.8836363636363637,0.8696778970751573,0,0,,10450,3800,0.36363636363636365,SEA_A__s9917__clean__none,SEA_A,clean,none,9917,q_alarm_7,hddm_w,0.05,1,0,complete,0.8696778970751573,0.8836363636363637,,0.36363636363636365,0,11400,0.14297820899810176,0.0,0.0,,0.0,0,0,0.00677974900463596
12000,11400,7600,0,0,0.14464741700794548,False,600,rl,True,10450,0.8836363636363637,0.8696778970751573,0,0,,10450,3800,0.36363636363636365,SEA_A__s9917__clean__none,SEA_A,clean,none,9917,q_alarm_persistence_7,hddm_w,0.05,1,0,complete,0.8696778970751573,0.8836363636363637,,0.36363636363636365,0,11400,0.14297820899810176,0.0,0.0,,0.0,0,0,0.0016692080098437145
12000,11400,7600,0,0,0.14182670900481753,False,600,rl,True,10450,0.8869856459330143,0.8761651786108928,0,0,,10450,3800,0.36363636363636365,SEA_A__s9917__clean__none,SEA_A,clean,none,9917,q_alarm_persistence_7,hddm_w,0.01,5,4,complete,0.8761651786108928,0.8869856459330143,,0.36363636363636365,0,11400,0.1419807909987867,0.0,0.0,,0.0,0,0,-0.00015408199396915734
12000,11400,7600,0,0,0.12861733298632316,False,600,none,True,10450,0.8869856459330143,0.8761651786108928,0,0,,10450,3800,0.36363636363636365,SEA_A__s9917__clean__none,SEA_A,clean,none,9917,no_reset,hellinger,0.01,5,4,complete,0.8614834935393795,0.8745454545454545,,0.36363636363636365,1,13300,0.13970816700020805,0.01468168507151335,0.012440191387559807,,0.0,-1,-1900,-0.011090834013884887
12000,11400,7600,0,0,0.13441816599515732,False,600,none,True,10450,0.8836363636363637,0.8696778970751573,0,0,,10450,3800,0.36363636363636365,SEA_A__s9917__clean__none,SEA_A,clean,none,9917,no_reset,hellinger,0.05,1,0,complete,0.8644455039562979,0.8795215311004785,,0.45454545454545453,0,13300,0.14548950000607874,0.005232393118859369,0.004114832535885182,,-0.09090909090909088,0,-1900,-0.011071334010921419
12000,13300,9500,2850,1,0.13970816700020805,False,600,confirmed,True,10450,0.8745454545454545,0.8614834935393795,0,0,,10450,3800,0.36363636363636365,SEA_A__s9917__clean__none,SEA_A,clean,none,9917,confirmed,hellinger,0.01,5,4,complete,0.8614834935393795,0.8745454545454545,,0.36363636363636365,1,13300,0.13970816700020805,0.0,0.0,,0.0,0,0,0.0
12000,13300,6650,0,0,0.14548950000607874,False,600,confirmed,True,10450,0.8795215311004785,0.8644455039562979,0,0,,10450,4750,0.45454545454545453,SEA_A__s9917__clean__none,SEA_A,clean,none,9917,confirmed,hellinger,0.05,1,0,complete,0.8644455039562979,0.8795215311004785,,0.45454545454545453,0,13300,0.14548950000607874,0.0,0.0,,0.0,0,0,0.0
12000,11400,7600,1900,2,0.12981979199685156,False,600,rl,True,10450,0.8864114832535885,0.8729015939580664,0,0,,10450,3800,0.36363636363636365,SEA_A__s9917__clean__none,SEA_A,clean,none,9917,error_rule,hellinger,0.05,1,0,complete,0.8644455039562979,0.8795215311004785,,0.45454545454545453,0,13300,0.14548950000607874,0.008456090001768501,0.006889952153110057,,-0.09090909090909088,2,-1900,-0.01566970800922718
12000,11400,5700,950,1,0.1285860420030076,False,600,rl,True,10450,0.8916746411483254,0.8801696017385143,0,0,,10450,5700,0.5454545454545454,SEA_A__s9917__clean__none,SEA_A,clean,none,9917,error_rule,hellinger,0.01,5,4,complete,0.8614834935393795,0.8745454545454545,,0.36363636363636365,1,13300,0.13970816700020805,0.018686108199134854,0.017129186602870883,,0.18181818181818177,0,-1900,-0.011122124997200444
12000,11400,7600,0,0,0.12942791600653436,False,600,rl,True,10450,0.8869856459330143,0.8761651786108928,0,0,,10450,3800,0.36363636363636365,SEA_A__s9917__clean__none,SEA_A,clean,none,9917,selected_map,hellinger,0.01,5,4,complete,0.8614834935393795,0.8745454545454545,,0.36363636363636365,1,13300,0.13970816700020805,0.01468168507151335,0.012440191387559807,,0.0,-1,-1900,-0.01028025099367369
12000,11400,7600,0,0,0.1367170419980539,False,600,rl,True,10450,0.8836363636363637,0.8696778970751573,0,0,,10450,3800,0.36363636363636365,SEA_A__s9917__clean__none,SEA_A,clean,none,9917,selected_map,hellinger,0.05,1,0,complete,0.8644455039562979,0.8795215311004785,,0.45454545454545453,0,13300,0.14548950000607874,0.005232393118859369,0.004114832535885182,,-0.09090909090909088,0,-1900,-0.008772458008024842
12000,11400,7600,0,0,0.1335806249990128,False,600,rl,True,10450,0.8869856459330143,0.8761651786108928,0,0,,10450,3800,0.36363636363636365,SEA_A__s9917__clean__none,SEA_A,clean,none,9917,q_alarm_7,hellinger,0.01,5,4,complete,0.8614834935393795,0.8745454545454545,,0.36363636363636365,1,13300,0.13970816700020805,0.01468168507151335,0.012440191387559807,,0.0,-1,-1900,-0.006127542001195252
12000,11400,7600,0,0,0.1382942080090288,False,600,rl,True,10450,0.8836363636363637,0.8696778970751573,0,0,,10450,3800,0.36363636363636365,SEA_A__s9917__clean__none,SEA_A,clean,none,9917,q_alarm_7,hellinger,0.05,1,0,complete,0.8644455039562979,0.8795215311004785,,0.45454545454545453,0,13300,0.14548950000607874,0.005232393118859369,0.004114832535885182,,-0.09090909090909088,0,-1900,-0.007195291997049935
12000,11400,7600,0,0,0.13549408401013352,False,600,rl,True,10450,0.8836363636363637,0.8696778970751573,0,0,,10450,3800,0.36363636363636365,SEA_A__s9917__clean__none,SEA_A,clean,none,9917,q_alarm_persistence_7,hellinger,0.05,1,0,complete,0.8644455039562979,0.8795215311004785,,0.45454545454545453,0,13300,0.14548950000607874,0.005232393118859369,0.004114832535885182,,-0.09090909090909088,0,-1900,-0.009995415995945223
12000,11400,7600,0,0,0.13185429100121837,False,600,rl,True,10450,0.8869856459330143,0.8761651786108928,0,0,,10450,3800,0.36363636363636365,SEA_A__s9917__clean__none,SEA_A,clean,none,9917,q_alarm_persistence_7,hellinger,0.01,5,4,complete,0.8614834935393795,0.8745454545454545,,0.36363636363636365,1,13300,0.13970816700020805,0.01468168507151335,0.012440191387559807,,0.0,-1,-1900,-0.007853875998989679
12000,11400,7600,0,0,0.1349927499977639,False,600,none,True,10450,0.8836363636363637,0.8696778970751573,0,0,,10450,3800,0.36363636363636365,SEA_A__s9917__clean__none,SEA_A,clean,none,9917,no_reset,d3_oof,0.05,1,0,complete,0.8696778970751573,0.8836363636363637,,0.36363636363636365,0,11400,0.14514408398827072,0.0,0.0,,0.0,0,0,-0.010151333990506828
12000,11400,7600,0,0,0.12955520799732767,False,600,none,True,10450,0.8869856459330143,0.8761651786108928,0,0,,10450,3800,0.36363636363636365,SEA_A__s9917__clean__none,SEA_A,clean,none,9917,no_reset,d3_oof,0.01,5,4,complete,0.8761651786108928,0.8869856459330143,,0.36363636363636365,0,11400,0.14390899999125395,0.0,0.0,,0.0,0,0,-0.01435379199392628
12000,11400,7600,0,0,0.14390899999125395,False,600,confirmed,True,10450,0.8869856459330143,0.8761651786108928,0,0,,10450,3800,0.36363636363636365,SEA_A__s9917__clean__none,SEA_A,clean,none,9917,confirmed,d3_oof,0.01,5,4,complete,0.8761651786108928,0.8869856459330143,,0.36363636363636365,0,11400,0.14390899999125395,0.0,0.0,,0.0,0,0,0.0
12000,11400,7600,0,0,0.14514408398827072,False,600,confirmed,True,10450,0.8836363636363637,0.8696778970751573,0,0,,10450,3800,0.36363636363636365,SEA_A__s9917__clean__none,SEA_A,clean,none,9917,confirmed,d3_oof,0.05,1,0,complete,0.8696778970751573,0.8836363636363637,,0.36363636363636365,0,11400,0.14514408398827072,0.0,0.0,,0.0,0,0,0.0
12000,11400,5700,950,1,0.13124354199680965,False,600,rl,True,10450,0.8916746411483254,0.8801696017385143,0,0,,10450,5700,0.5454545454545454,SEA_A__s9917__clean__none,SEA_A,clean,none,9917,error_rule,d3_oof,0.01,5,4,complete,0.8761651786108928,0.8869856459330143,,0.36363636363636365,0,11400,0.14390899999125395,0.004004423127621504,0.004688995215311076,,0.18181818181818177,1,0,-0.012665457994444296
12000,11400,7600,1900,2,0.13473449999582954,False,600,rl,True,10450,0.8864114832535885,0.8729015939580664,0,0,,10450,3800,0.36363636363636365,SEA_A__s9917__clean__none,SEA_A,clean,none,9917,error_rule,d3_oof,0.05,1,0,complete,0.8696778970751573,0.8836363636363637,,0.36363636363636365,0,11400,0.14514408398827072,0.003223696882909133,0.002775119617224875,,0.0,2,0,-0.010409583992441185
12000,11400,7600,0,0,0.14091516699409112,False,600,rl,True,10450,0.8869856459330143,0.8761651786108928,0,0,,10450,3800,0.36363636363636365,SEA_A__s9917__clean__none,SEA_A,clean,none,9917,selected_map,d3_oof,0.01,5,4,complete,0.8761651786108928,0.8869856459330143,,0.36363636363636365,0,11400,0.14390899999125395,0.0,0.0,,0.0,0,0,-0.0029938329971628264
12000,11400,7600,0,0,0.14744683299795724,False,600,rl,True,10450,0.8836363636363637,0.8696778970751573,0,0,,10450,3800,0.36363636363636365,SEA_A__s9917__clean__none,SEA_A,clean,none,9917,selected_map,d3_oof,0.05,1,0,complete,0.8696778970751573,0.8836363636363637,,0.36363636363636365,0,11400,0.14514408398827072,0.0,0.0,,0.0,0,0,0.002302749009686522
12000,11400,7600,0,0,0.148279500004719,False,600,rl,True,10450,0.8869856459330143,0.8761651786108928,0,0,,10450,3800,0.36363636363636365,SEA_A__s9917__clean__none,SEA_A,clean,none,9917,q_alarm_7,d3_oof,0.01,5,4,complete,0.8761651786108928,0.8869856459330143,,0.36363636363636365,0,11400,0.14390899999125395,0.0,0.0,,0.0,0,0,0.004370500013465062
12000,11400,7600,0,0,0.15154445900407154,False,600,rl,True,10450,0.8836363636363637,0.8696778970751573,0,0,,10450,3800,0.36363636363636365,SEA_A__s9917__clean__none,SEA_A,clean,none,9917,q_alarm_7,d3_oof,0.05,1,0,complete,0.8696778970751573,0.8836363636363637,,0.36363636363636365,0,11400,0.14514408398827072,0.0,0.0,,0.0,0,0,0.006400375015800819
12000,11400,7600,0,0,0.15321704199595843,False,600,rl,True,10450,0.8836363636363637,0.8696778970751573,0,0,,10450,3800,0.36363636363636365,SEA_A__s9917__clean__none,SEA_A,clean,none,9917,q_alarm_persistence_7,d3_oof,0.05,1,0,complete,0.8696778970751573,0.8836363636363637,,0.36363636363636365,0,11400,0.14514408398827072,0.0,0.0,,0.0,0,0,0.008072958007687703
12000,11400,7600,0,0,0.1486009579966776,False,600,rl,True,10450,0.8869856459330143,0.8761651786108928,0,0,,10450,3800,0.36363636363636365,SEA_A__s9917__clean__none,SEA_A,clean,none,9917,q_alarm_persistence_7,d3_oof,0.01,5,4,complete,0.8761651786108928,0.8869856459330143,,0.36363636363636365,0,11400,0.14390899999125395,0.0,0.0,,0.0,0,0,0.004691958005423658
12000,11400,7600,0,0,0.14005637500667945,False,600,none,True,10450,0.8831578947368421,0.8716344582532888,2850,1837,0.6445614035087719,7600,2787,0.3667105263157895,SEA_A__s9917__instance__severe,SEA_A,instance,severe,9917,no_reset,adwin,0.01,5,4,complete,0.8716344582532888,0.8831578947368421,0.6445614035087719,0.3667105263157895,0,11400,0.14352041699748952,0.0,0.0,0.0,0.0,0,0,-0.003464041990810074
12000,11400,9500,0,0,0.14312466699630022,False,600,none,True,10450,0.8766507177033492,0.8633430909927007,2850,2343,0.8221052631578948,7600,1393,0.18328947368421053,SEA_A__s9917__instance__severe,SEA_A,instance,severe,9917,no_reset,adwin,0.05,1,0,complete,0.8633430909927007,0.8766507177033492,0.8221052631578948,0.18328947368421053,0,11400,0.1468275410006754,0.0,0.0,0.0,0.0,0,0,-0.0037028740043751895
12000,11400,7600,0,0,0.14352041699748952,False,600,confirmed,True,10450,0.8831578947368421,0.8716344582532888,2850,1837,0.6445614035087719,7600,2787,0.3667105263157895,SEA_A__s9917__instance__severe,SEA_A,instance,severe,9917,confirmed,adwin,0.01,5,4,complete,0.8716344582532888,0.8831578947368421,0.6445614035087719,0.3667105263157895,0,11400,0.14352041699748952,0.0,0.0,0.0,0.0,0,0,0.0
12000,11400,9500,0,0,0.1468275410006754,False,600,confirmed,True,10450,0.8766507177033492,0.8633430909927007,2850,2343,0.8221052631578948,7600,1393,0.18328947368421053,SEA_A__s9917__instance__severe,SEA_A,instance,severe,9917,confirmed,adwin,0.05,1,0,complete,0.8633430909927007,0.8766507177033492,0.8221052631578948,0.18328947368421053,0,11400,0.1468275410006754,0.0,0.0,0.0,0.0,0,0,0.0
12000,11400,6650,1900,2,0.14042495799367316,False,600,rl,True,10450,0.8872727272727273,0.876379914315407,2850,1558,0.5466666666666666,7600,3458,0.455,SEA_A__s9917__instance__severe,SEA_A,instance,severe,9917,error_rule,adwin,0.01,5,4,complete,0.8716344582532888,0.8831578947368421,0.6445614035087719,0.3667105263157895,0,11400,0.14352041699748952,0.004745456062118181,0.004114832535885182,-0.09789473684210526,0.08828947368421053,2,0,-0.0030954590038163587
12000,11400,9500,1900,2,0.14732558399555273,False,600,rl,True,10450,0.876555023923445,0.8643033372289313,2850,2305,0.8087719298245614,7600,1355,0.17828947368421053,SEA_A__s9917__instance__severe,SEA_A,instance,severe,9917,error_rule,adwin,0.05,1,0,complete,0.8633430909927007,0.8766507177033492,0.8221052631578948,0.18328947368421053,0,11400,0.1468275410006754,0.0009602462362305886,-9.569377990426009e-05,-0.01333333333333342,-0.0050000000000000044,2,0,0.0004980429948773235
12000,11400,7600,0,0,0.13443845900474116,False,600,rl,True,10450,0.8831578947368421,0.8716344582532888,2850,1837,0.6445614035087719,7600,2787,0.3667105263157895,SEA_A__s9917__instance__severe,SEA_A,instance,severe,9917,selected_map,adwin,0.01,5,4,complete,0.8716344582532888,0.8831578947368421,0.6445614035087719,0.3667105263157895,0,11400,0.14352041699748952,0.0,0.0,0.0,0.0,0,0,-0.009081957992748357
12000,11400,8550,950,1,0.1355941670044558,False,600,rl,True,10450,0.8807655502392344,0.8688985789088042,2850,2026,0.7108771929824561,7600,2026,0.266578947368421,SEA_A__s9917__instance__severe,SEA_A,instance,severe,9917,selected_map,adwin,0.05,1,0,complete,0.8633430909927007,0.8766507177033492,0.8221052631578948,0.18328947368421053,0,11400,0.1468275410006754,0.0055554879161034965,0.004114832535885182,-0.11122807017543868,0.0832894736842105,1,0,-0.011233373996219598
12000,11400,9500,0,0,0.13729279200197197,False,600,rl,True,10450,0.8766507177033492,0.8633430909927007,2850,2343,0.8221052631578948,7600,1393,0.18328947368421053,SEA_A__s9917__instance__severe,SEA_A,instance,severe,9917,q_alarm_7,adwin,0.05,1,0,complete,0.8633430909927007,0.8766507177033492,0.8221052631578948,0.18328947368421053,0,11400,0.1468275410006754,0.0,0.0,0.0,0.0,0,0,-0.009534748998703435
12000,11400,7600,0,0,0.13484045800578315,False,600,rl,True,10450,0.8831578947368421,0.8716344582532888,2850,1837,0.6445614035087719,7600,2787,0.3667105263157895,SEA_A__s9917__instance__severe,SEA_A,instance,severe,9917,q_alarm_7,adwin,0.01,5,4,complete,0.8716344582532888,0.8831578947368421,0.6445614035087719,0.3667105263157895,0,11400,0.14352041699748952,0.0,0.0,0.0,0.0,0,0,-0.008679958991706371
12000,11400,7600,0,0,0.1353057080123108,False,600,rl,True,10450,0.8831578947368421,0.8716344582532888,2850,1837,0.6445614035087719,7600,2787,0.3667105263157895,SEA_A__s9917__instance__severe,SEA_A,instance,severe,9917,q_alarm_persistence_7,adwin,0.01,5,4,complete,0.8716344582532888,0.8831578947368421,0.6445614035087719,0.3667105263157895,0,11400,0.14352041699748952,0.0,0.0,0.0,0.0,0,0,-0.008214708985178731
12000,11400,9500,0,0,0.13691870900220238,False,600,rl,True,10450,0.8766507177033492,0.8633430909927007,2850,2343,0.8221052631578948,7600,1393,0.18328947368421053,SEA_A__s9917__instance__severe,SEA_A,instance,severe,9917,q_alarm_persistence_7,adwin,0.05,1,0,complete,0.8633430909927007,0.8766507177033492,0.8221052631578948,0.18328947368421053,0,11400,0.1468275410006754,0.0,0.0,0.0,0.0,0,0,-0.009908831998473033
12000,11400,7600,0,0,0.12928891699993983,False,600,none,True,10450,0.8831578947368421,0.8716344582532888,2850,1837,0.6445614035087719,7600,2787,0.3667105263157895,SEA_A__s9917__instance__severe,SEA_A,instance,severe,9917,no_reset,hddm_w,0.01,5,4,complete,0.8683356960003514,0.8805741626794258,0.6445614035087719,0.3667105263157895,1,13300,0.15172249999886844,0.0032987622529373484,0.0025837320574163547,0.0,0.0,-1,-1900,-0.022433582998928614
12000,11400,9500,0,0,0.13328487498802133,False,600,none,True,10450,0.8766507177033492,0.8633430909927007,2850,2343,0.8221052631578948,7600,1393,0.18328947368421053,SEA_A__s9917__instance__severe,SEA_A,instance,severe,9917,no_reset,hddm_w,0.05,1,0,complete,0.862946365545761,0.8756937799043062,0.8221052631578948,0.18328947368421053,1,13300,0.1557393749972107,0.00039672544693969414,0.000956937799043045,0.0,0.0,-1,-1900,-0.02245450000918936
12000,13300,9500,2850,1,0.15172249999886844,False,600,confirmed,True,10450,0.8805741626794258,0.8683356960003514,2850,1837,0.6445614035087719,7600,2787,0.3667105263157895,SEA_A__s9917__instance__severe,SEA_A,instance,severe,9917,confirmed,hddm_w,0.01,5,4,complete,0.8683356960003514,0.8805741626794258,0.6445614035087719,0.3667105263157895,1,13300,0.15172249999886844,0.0,0.0,0.0,0.0,0,0,0.0
12000,13300,11400,2850,1,0.1557393749972107,False,600,confirmed,True,10450,0.8756937799043062,0.862946365545761,2850,2343,0.8221052631578948,7600,1393,0.18328947368421053,SEA_A__s9917__instance__severe,SEA_A,instance,severe,9917,confirmed,hddm_w,0.05,1,0,complete,0.862946365545761,0.8756937799043062,0.8221052631578948,0.18328947368421053,1,13300,0.1557393749972107,0.0,0.0,0.0,0.0,0,0,0.0
12000,11400,6650,1900,2,0.13939454199862666,False,600,rl,True,10450,0.8872727272727273,0.876379914315407,2850,1558,0.5466666666666666,7600,3458,0.455,SEA_A__s9917__instance__severe,SEA_A,instance,severe,9917,error_rule,hddm_w,0.01,5,4,complete,0.8683356960003514,0.8805741626794258,0.6445614035087719,0.3667105263157895,1,13300,0.15172249999886844,0.008044218315055529,0.006698564593301537,-0.09789473684210526,0.08828947368421053,1,-1900,-0.012327958000241779
